Word,Count
tex,5
\npc.SendMessage("\SetTransition"\,\,5
size;,5
ai,5
Name,5
10));,5
utility,5
future,5
/*,5
\200f),\,5
initializes,5
delta,5
directories,5
homeStation.y,5
[Command],4
\host,\,4
t,4
inform,4
\{0}"\,\,4
What,4
Data.Shared.Component,4
Sent,4
sec,4
Ended),4
double,4
\"\Co"\;\,4
THE,4
_util.ClearWeight();,4
Disengage();,4
BuildWave(WaveNumber,4
tests,4
subtract,4
Lists,4
info.amount;,4
Container,4
param,4
Clears,4
possibly,4
(Ships.Count,4
fSP,4
plasma,4
I,4
_type,4
uses,4
MATERIAL,4
output,4
List<SocketBehaviour>,4
\"\Al"\;\,4
about,4
normal,4
\name="\newComp"\>New\,4
second,4
Random.Range(missionStation.y,4
changed,4
listeners,4
Ship;,4
\10,\,4
{0},4
making,4
retrive,4
\"\Zn"\;\,4
OnDisable(),4
List<ShipData>,4
FriendlySpawner,4
puts,4
BaseSpawnMaxDistance);,4
Listens,4
highlight,4
works,4
LB,4
newSpawnPoint.AddComponent<SpawnerFollowBehaviour>();,4
leaves,4
ShipDestroyed;,4
_storedShips,4
prompt,4
newShip,4
raider,4
Central,4
control,4
Initializes,4
\name="\componentList"\></param>\,4
Segment,4
contract),4
temp;,4
marker,4
OnlineState.LobbyList;,4
rewards,4
\GameObject.FindGameObjectsWithTag("\FriendlySpawn"\))\,4
missionStation.x,4
isnt,4
\Random.Range(4,\,4
Points.Count)],4
these,4
SegmentObjectBehaviour,4
calculate,4
lower,4
WorldToViewPortPoint,4
\"\Sn"\;\,4
spawn.Trigger();,4
either,4
Controller,4
80;,4
(!Selected),4
treats,4
keep,4
Method,4
ContractData,4
GET,4
number,4
external,4
segmentobject,4
fSP;,4
end,4
none,4
EnemySpawn,4
Button,4
entry,4
stops,4
\"\Cu"\;\,4
\screen,\,4
percentage,4
\name="\component"\>Component.</param>\,4
0f;,4
main,4
A,4
disabled,4
mission.Title)));,4
something,4
if(GameManager.GetPlayer.Cargo,4
aSP,4
USED,4
avoid,4
convert,4
_req.StoreExisting,4
hidden,4
string[100];,4
_ship.Head,4
pSP;,4
GameManager.GetPlayer.Cargo,4
\Dictionary<string,\,4
||,4
ShipGen;,4
\BaseSpawnMaxDistance,\,4
ShipExternalController.ShipDestroyed,4
chance,4
SteamMatchmaking.SetLobbyData,4
\name="\position"\>Position.</param>\,4
deleted,4
eSP;,4
EnemySpawner,4
GameObject();,4
(Random.Range(missionStation.x,4
value;},4
foreach(MaterialData,4
\MsgParam("\bold"\,\,4
ready,4
otherwise.</returns>,4
50;,4
WaveNumber,4
\(m_att.Lobby,\,4
later,4
_base.Contract,4
SecondaryTracker),4
\Vector3(.5f,\,4
previous,4
THAT,4
missionStation.y,4
\this,\,4
textures,4
corner,4
messege,4
inst,4
patrol.SetController,4
\name="\ID"\></param>\,4
Destroy(child.gameObject);,4
1;,4
1);,4
manages,4
refresh,4
song,4
_attr.engineMotion,4
lobbies,4
Friendly,4
if(m,4
Release,4
\Random.Range(5,\,4
buttons,4
there,4
\name="\m"\></param>\,4
col,4
BY,4
---------------------,4
until,4
via,4
maybe,4
icon,4
map,4
\"\"\;\,4
pSP,4
\"\Ni"\;\,4
Collision,4
required,4
targeter,4
whereas,4
\name="\position"\></param>\,4
group),4
controlled,4
side,4
finished,4
<c>false</c>,4
_listener);,4
t.Targets.Add(Ships[Ships.Count-1]);,4
missionStation),4
\name="\direction"\>Direction.</param>\,4
Threat,4
area,4
shared,4
newShip),4
bSC;,4
paths,4
todo:,4
1f);,4
specified,4
homeStation),4
\GameObject.FindGameObjectsWithTag("\EnemySpawn"\))\,4
0,4
off,4
\"\Fe"\;\,4
may,4
owned,4
aSP;,4
0.5,4
always,4
amt;,4
scene,4
across,4
PrimaryTracker),4
(group.Ships.Count,4
\System.Collections.Generic.Dictionary<MaterialData,\,4
//private,4
docked,4
still,4
another,4
\"\Pb"\;\,4
2,4
released,4
visible,4
loading,4
data),4
Axis,4
states,4
Components,4
-1),4
where,4
spawn.ShipPending,4
comp.</param>,4
eSP,4
70;,4
original,4
vector,4
\<returns><c>true</c>,\,4
Where,4
State,4
\name="\trans"\>Trans.</param>\,3
\"\UAN"\;\,3
maximum,3
GameParameters,3
\name="\piece"\></param>\,3
transforms,3
THIS,3
fading,3
playership,3
fix,3
Popup,3
(Target,3
found,3
colours,3
ResetShipData();,3
layer,3
killed,3
tasks,3
Objects,3
incase,3
renderer,3
order,3
processes,3
contract.PrimaryMissions),3
\0f,\,3
1f,3
mat.Density),3
[mat],3
render,3
\name="\conn"\></param>\,3
owner,3
rotation,3
starts,3
_newShip.name,3
\"\Au"\;\,3
Not,3
satellites,3
\ship,\,3
targetting,3
reinforcements,3
Targeter,3
live,3
&,3
format,3
Raider,3
shipdata,3
netID,3
\GameObject.FindGameObjectsWithTag("\TeamSpawner"\))\,3
newly,3
Quick,3
Load,3
Keeps,3
\name="\comps"\></param>\,3
TEAM,3
etc,3
deadFSMs,3
descriptive,3
\name="\data"\></param>\,3
\spawns.Add(BuildSpawn("\asteroidSpawn"\,\,3
ship.</returns>,3
refence,3
spawners,3
difference.</returns>,3
guard,3
memory,3
way,3
forward,3
formatter,3
save,3
initial,3
info.amount);,3
generate,3
depending,3
Socket,3
group.Ships.Remove(fsm);,3
\spawns.Add(BuildSpawn("\enemySpawn"\,\,3
spawning,3
20);,3
synced,3
Each,3
directory,3
Vector2.zero;,3
till,3
collection,3
otherwise,3
Max,3
So,3
\UAN,\,3
Applys,3
atts,3
due,3
FUNCTIONS,3
m_trackTargets,3
begin,3
-1,3
(fsm,3
Iterate,3
();,3
GO,3
path,3
comSplit,3
front,3
30;,3
construction,3
\1f,\,3
interface,3
patros,3
if(mat,3
contract.OptionalMissions),3
remote,3
FactionTemplate,3
ShipItemPrefab,3
program,3
activated,3
(Transform,3
invite,3
Delete,3
working,3
keeps,3
14;,3
col.size,3
provided,3
copper,3
Starts,3
(newShip.gameObject.GetComponent<ShipMessegeController>());,3
GameManager.GetPlayer.ShipList),3
callback.</param>,3
1000),3
_util.UpdateWeight();,3
ship),3
1.0f,3
lobbylist,3
3,3
Panel.color,3
back,3
mat.Name);,3
OnStateChanged;,3
0.309f);,3
\name="\dest"\>Destination.</param>\,3
10f,3
_waitTimeGuard,3
(_newShip.gameObject.GetComponent<ShipMessegeController>());,3
tooclose,3
component),3
tex;,3
shipItem,3
DOMINANTLY,3
(true),3
Detect,3
Reset,3
less,3
moves,3
snap,3
setting,3
\name="\pCallback"\>P\,3
calls,3
deadFSMs),3
Determine,3
schematics,3
\mat.Density)*0.001).ToString("\F1"\)+"\Ton(m)"\;\,3
spawn.Target,3
both,3
bounds,3
(),3
(30,3
pointer,3
_renderer.sortingOrder,3
background,3
AsteroidSpawner,3
again,3
b,3
configuration,3
dependant,3
auto,3
Reference,3
changing,3
\100f,\,3
15,3
50/50,3
scale,3
Give,3
Based,3
20),3
outside,3
GameObject.Destroy(go);,3
\pos,\,3
player's,3
Attack,3
checking,3
multiple,3
fullscreen,3
ShipDestroyed(DestroyDespatch,3
vicinity,3
35;,3
proximity,3
physical,3
central,3
regarding,3
col.isTrigger,3
7;,3
\name="\Ship"\></param>\,3
kick,3
tin,3
appear,3
\Vector2(Random.Range(-1f,\,3
comp.Split('/');,3
_waitTimePatrol,3
\name="\netID"\></param>\,3
initialized,3
match,3
faded,3
IO,3
SERVER,3
Attributes,3
Activity,3
\0,\,3
toggle,3
towards,3
{0}:,3
Trigger(),3
element.</returns>,3
_currentShip,3
Ensure,3
deadFSMs.Add(fsm);,3
transfer,3
List<FSM>,3
instead,3
SpawnDelay;,3
failure.</param>,3
Ended.Add(mission);,3
executed,3
\Vector2(2500f,\,3
newTex,3
iterate,3
Turn,3
comSplit[1]);,3
(Input.GetKeyDown(_attr.TriggerKey,3
Group,3
RawImage,3
bar,3
\_newShip,\,3
onto,3
Next,3
\mat.Density).ToString("\F1"\)+"\KG"\;\,3
\name="\ship"\>Ship.</param>\,3
run,3
OF,3
invokes,3
many,3
Runs,3
copy,3
saved,3
\name="\bIOFailure"\>If\,3
\name="\import"\>Import.</param>\,3
haven't,3
play,3
coordinates,3
45;,3
\name="\range"\>Range.</param>\,3
GameManager.GUI.DisplayMessege(new,3
updating,3
50f,3
Ships,3
Toggle,3
red,3
SteamAPI,3
\amt,\,3
sync,3
\spawns.Add(BuildSpawn("\playerSpawn"\,\,3
recursively,3
30,3
\"\You\,3
creates,3
\"\\nComponents:\n"\;\,3
IN,3
SET,3
header,3
\1f),\,3
arc,3
said,3
minimum,3
ListBox,3
Position,3
folder,3
removing,3
ContractType.BaseDefense:,3
Make,3
foreach(string,3
ContractStatus,3
Games,3
\name="\shipData"\></param>\,3
value;,3
notify,3
dead,3
(_ship.Head,3
ElementLibrary.ReturnElement(info.material);,3
generating,3
Inventory.AddMatsToList(_req.Requirements);,3
alive,3
Contains,3
\_Materials.Add(mat,\,3
template,3
lead,3
Viewer,3
matPos,3
foreach(MissionData,3
OnEnable(),3
graveyard,3
label,3
difference,3
Show,3
Retreives,3
fixed,3
SHIPS,3
(_collectedMaterials,3
building,3
\comSplit[0],\,3
\Spawn,\,3
checks,3
BoxCollider2D,3
determines,3
\Dictionary<MaterialData,\,3
ContractType.Escort:,3
tabs,3
if(item.MatIs(mat)),3
reaches,3
Unique,3
\spawns.Add(BuildSpawn("\friendlySpawn"\,\,3
ship.IconTex,3
fired,3
_waitTimeAttack,3
some,3
aField._symbols,3
\"\Ag"\;\,3
Follow,3
\Random.Range(-1f,\,3
interactive,3
xp,3
weapon,3
itemExists,3
counter,3
filters,3
unending,3
Generates,3
including,3
serialize,3
Right,3
male,3
panels,3
GameManager.GetPlayer.Cargo[mat],3
doesnt,3
placed,3
TODO:,3
countdown,3
search,3
stats,3
numeric,3
station),3
enemyspawns,2
button.</returns>,2
Some,2
scndObj,2
Hit,2
if(current,2
\Vector2(2500,\,2
mats.Keys),2
NetworkManager.singleton.networkAddress,2
homeMat,2
\100f),\,2
instances,2
targeting,2
boundaries,2
Trigger();,2
si,2
if(_requirements,2
\0.002f,\,2
documentation,2
0.1f;,2
_stationShipRespawn,2
important,2
Instantiate(ShipItemPrefab);,2
newPos,2
aData._symbols;,2
state´s,2
contract.Locked,2
mission.UpdateStatus();,2
Material,2
Delegate,2
Vector3(tex.width,2
Entry,2
inMat),2
Implement,2
gap,2
Compressed,2
\name="\pos"\>Position.</param>\,2
behaviour.PopulateWeighted(prospect);,2
User,2
In,2
enough,2
removal,2
Select,2
newShip.name,2
READ,2
pieceDensity,2
Rigidbody2D,2
Break,2
\string.Format("\Exp:{0}\n"\,\,2
matchmaker,2
(Waves,2
(playerShip.transform.position.y,2
newSpawnPoint.AddComponent<AsteroidSpawner>();,2
act,2
OnDestroy(),2
having,2
option,2
\it,\,2
if(MissionFailed.activeSelf),2
_maxWaitTimeAttack,2
EXPEND,2
ERROR,2
variable,2
Target,2
Editor,2
MissionPassed.SetActive(false);,2
Resolution,2
Lobby_,2
transform.</param>,2
Destroy(this.gameObject);,2
\Vector3(1f,\,2
\name="\newComponent"\>New\,2
HAVE,2
shop,2
numerically,2
overlay,2
targetStation,2
grouping,2
Redraw,2
CollectableRockBehaviour,2
\active,\,2
rock.AddComponent<CollectableRockBehaviour>();,2
Reimburse,2
Sends,2
((mats[mat],2
.5f);,2
listbox,2
\(ShipPending,\,2
ShipImage.transform.localScale,2
position.x,2
Y,2
Vector3();,2
pause,2
disp.transform.localScale,2
\MsgParam("\md-yellow"\,\,2
push,2
component.</returns>,2
\name="\a_data"\>ship\,2
manipulate,2
comps.Add(comp);,2
Will,2
fades,2
Wave.Ships,2
After,2
if(ShipRespawn.activeSelf),2
\object,\,2
POPULATE,2
87;,2
SpawnPatrolShip(PatrolGroup,2
Ships.Remove(param.Self);,2
file,2
audio,2
configurations,2
spawns),2
cant,2
rotor,2
Populates,2
if(newTex,2
tha,2
group.Ships.Add(,2
EscortMission;,2
that's,2
joining,2
Points;,2
statObj.GetComponent<StationBehaviour>();,2
(GameManager.GetPlayer,2
deletion,2
threat,2
\name="\segment"\>Segment.</param>\,2
Cursor,2
position;,2
CycleCompletion,2
GetSpawnList(),2
such,2
\theory,\,2
_spawn.SpawnGuardShip(group.Station));,2
\"\Pt"\;\,2
World,2
spawn.Engage();,2
foot,2
0f),2
ended,2
Currently,2
_newShip.transform;,2
(contract.MissionSpecific)),2
reimburse,2
enables,2
AddShip(ShipData,2
_spawnGen;,2
gets,2
containig,2
chat,2
SpawnShip(false);,2
Skip,2
station;,2
connecting,2
180f;,2
assigning,2
{return,2
\"\up"\;\,2
\{"\ships\,2
markers,2
wave;,2
Manager,2
FOR,2
internal,2
ShipMessageController.OnShipDestroyed,2
_maxWaitTimeStation,2
\name="\parentID"\></param>\,2
Ships.Add(newShip);,2
rock.AddComponent<Rigidbody2D>();,2
(Socket,2
individual,2
damaged,2
(param.Contract.CType,2
(current,2
Checks,2
\150f,\,2
if(!_Materials.ContainsKey(mat)),2
Process,2
spawnData,2
CreateListboxItem(mat).SetPlayerAmount(current,2
recolor,2
ATTACK,2
AddShip(Transform,2
(tex,2
20,2
(group.Lead.position.x,2
\exist!"\);\,2
ShipContainer();,2
Reduce,2
1.0,2
inMat,2
scrolling,2
picked,2
\"\\n"\;\,2
group.Ships,2
female,2
collided,2
becomes,2
objs,2
Leader,2
health,2
encapsulated,2
old,2
100f),2
OnlineState,2
contacts,2
recieve,2
EnemySpawner;,2
Closes,2
Spawner,2
\name="\index"\>Index.</param>\,2
shows,2
Under,2
Destroyed,2
hiding,2
socketdata,2
BulkSpawn(),2
previously,2
MAIN,2
trackers,2
if(!(GameManager.GetPlayer.Cargo[mat],2
Transition.GoAround);,2
sends,2
deserialize,2
\Random.Range(3,\,2
TargetMission;,2
shielded,2
retry,2
Type,2
homeMat;,2
edges,2
library,2
Can't,2
ShipName.text,2
transform.localPosition,2
box,2
\CreateListboxItem(comp,\,2
shake,2
35f);,2
_collectedMaterials[matPos],2
randomly,2
(pieceDensity,2
0.2f;,2
arent,2
regenerate,2
\[2],\,2
Items,2
Shake,2
_util.ReturnNextAvailableName();,2
initialise,2
_ship,2
alignment,2
related,2
rock.layer,2
EVENTS,2
xml,2
connector,2
numbers,2
SegmentObject();,2
Any,2
receive,2
Icon.color,2
automatic,2
SetContract:,2
SIDE,2
ENOUGH,2
m_controller.OnStateChanged,2
rock.transform.position,2
\mats.Add(mat,\,2
Random.Range(EnemySpawn.y,2
RockDestroyed;,2
(_att.Contract,2
group.Lead.position.y,2
TEST,2
_timer,2
newShip;,2
reward,2
firing,2
BaseSpawnMinDistance),2
gamemanager,2
PS,2
intialized,2
member,2
De-assign,2
FriendlySpawner;,2
include:,2
FX,2
\name="\element"\>Element.</param>\,2
pass</param>,2
Waves;,2
Color,2
\spawn,\,2
SpawnShip(true);,2
if(!comps.Contains(comp)),2
scripts,2
StandardColor;,2
dies,2
following,2
//Seems,2
Requirements[mat],2
B,2
storing,2
\name="\key"\>Key.</param>\,2
nearby,2
takes,2
Has,2
launch,2
X,2
(_targeterHUD.gameObject.activeSelf,2
shipName),2
externally,2
connections,2
temp.Name,2
Targets,2
perform,2
StationController.OnShipDestroyed,2
GameManager.GetPlayer.Cargo;,2
Rect,2
object's,2
ContractType.Attrition:,2
100f));,2
EMPTY,2
socket.</param>,2
Applies,2
Generator,2
6);,2
patrol;,2
rock.AddComponent<BoxCollider2D>();,2
Switchs,2
behaviour.prospect,2
default:,2
rockSprite,2
they,2
state.</param>,2
Arranges,2
OnDestroy,2
hits,2
decals,2
Populate,2
small,2
8;,2
\name="\res"\>Res.</param>\,2
RemoveObject;,2
AsteroidGenerator,2
wave),2
started,2
showing,2
AS.Engage();,2
EnemySpawn.y,2
Key,2
shutdown,2
_MatListItems),2
turns,2
levelReqs,2
ES,2
Allow,2
\damage,\,2
Destroyed;,2
half,2
(SpawnTimer,2
false,2
ONLY,2
\"\,\,2
Damage,2
obj),2
targeters,2
steam_appid.txt,2
Failed:,2
ElementLibrary.ReturnElement(matName);,2
enters,2
rb.gravityScale,2
Wave.Boss;,2
ShipData();,2
enum,2
temp.x,2
TargetMission,2
planets,2
\name="\message"\></param>\,2
((DefendMission)mission).Station,2
BuildWave(int,2
List<SpawnerBehaviour>();,2
agaisnt,2
_ship.Components),2
assigns,2
(GuardGroup,2
_collectedMaterials.IndexOf(inMat);,2
needing,2
peice,2
targetStation),2
\si.SetShipData(ship,\,2
\string.Format("\Primary\,2
ship.IconTex;,2
combined,2
\name="\inMat"\></param>\,2
behavior,2
_asteroidGen;,2
An,2
ShipImage.texture,2
dictionary,2
taking,2
exiting,2
Responsible,2
face,2
Colourize,2
50);,2
As,2
contains,2
alerting,2
Select.interactable,2
Panels,2
TargetMission),2
group.Lead),2
Point,2
\[0],\,2
\name="\isHead"\>If\,2
this.transform;,2
shaking,2
muzzle,2
foreach(FSM,2
DeletePiece(_util.DraggedObj);,2
VSync,2
WaveNumber;,2
Relays,2
SelfPanel.color,2
if(value,2
FS.SpawnDelay,2
seperate,2
array,2
\string[1]{"\RaiderNode"\});\,2
DefendMission),2
Texture2D;,2
DONT,2
_nodeGen;,2
\string.Format("\{0}:XP"\,\,2
displaying,2
builder,2
three,2
along,2
\"\Enemy"\)\,2
(temp,2
7777,2
Max;,2
Deletes,2
automated,2
Other,2
\found,\,2
extend,2
Local,2
swap,2
SpawnGuardShip(StationData,2
EllipsoidParticleEmitter,2
suitable,2
\name="\panel"\></param>\,2
everyone,2
(component,2
_attr.maxSpeed),2
how,2
0.002f);,2
_factionActivity;,2
Given,2
raise,2
\2500f),\,2
ShipGen.GenerateShip,2
ArrayList,2
belongs,2
isn't,2
designated,2
(mats[mat],2
newSpawnPoint.AddComponent<EnemySpawner>();,2
statObj.transform;,2
if(mission,2
\Resources.Load("\Space/Ships/Icon/"\\,2
upwards,2
transform.position.y,2
gameobject,2
Prompt,2
tex.height,2
_attr.engineVelocity,2
located,2
bulk),2
shipItem.GetComponent<ShipItemPrefab>();,2
Waves.Count),2
\name="\controller"\></param>\,2
Wave.Ships.Length)];,2
_collectedMaterials[matPos];,2
if(ship.IconTex,2
TO,2
printed,2
\.5f,\,2
List<ShipData>();,2
destroyed),2
Item,2
affected,2
(wave,2
turning,2
labeling,2
ForceMode2D.Force);,2
unlocked,2
func,2
FriendlySpawn,2
NodeGenerator,2
\name="\normalValue"\></param>\,2
\lobbies,\,2
highlighted,2
AI,2
rpc,2
hardcoded,2
ALL,2
shipItem.transform.SetParent(ShipGrid.transform);,2
ui,2
0.0f),2
port,2
Analytics,2
\Debug.Log("\GameManager\,2
TrackerHUD,2
WITHIN,2
_req.Requirements.Keys),2
activation,2
m_att.Lobby,2
Now,2
friends,2
Disable,2
means,2
\game,\,2
owns,2
(transform.position.x,2
EnemySpawn.x,2
if(Requirements.ContainsKey(mat)),2
baseShip,2
enter,2
\if(Vector3.Distance(position,\,2
(MaterialListItem,2
Assigns,2
explode,2
Wave.Boss,2
if(MissionPassed.activeSelf),2
//obj.Create(300f);,2
scroller,2
Events,2
_curStationGuard),2
Missions,2
spawnObjs,2
Last,2
Ships;,2
link,2
BUILD,2
Transfer,2
showed,2
constructs,2
WE,2
relations,2
full,2
Copy,2
period,2
You,2
selecting,2
aligned,2
List<SpawnerBehaviour>,2
\name="\t"\></param>\,2
success,2
rock.AddComponent<SpriteRenderer>();,2
_requirements;,2
able,2
infinite,2
if(mats.ContainsKey(mat)),2
pair,2
_maxWaitTimePatrol,2
External,2
Play,2
Control,2
homeMat.Amount,2
starting,2
[WaveNumber].waveTime;,2
wrecked,2
=>,2
rock.transform.localScale,2
press,2
Contract;,2
ES.SpawnDelay,2
handles,2
(mat,2
